header,organism,mol_type,isolate,isolation_source,host,geo_loc_name,collection_date
MF434517.1,Zika virus,genomic RNA,ZIKV/Homo sapiens/NIC/1659_13A1/2016,,Homo sapiens,Nicaragua: Managua,19-Aug-2016
MF434516.1,Zika virus,genomic RNA,ZIKV/Homo sapiens/NIC/1304_13A1/2016,,Homo sapiens,Nicaragua: Managua,05-Aug-2016
MF438286.1,Zika virus,genomic RNA,,brain,Homo sapiens; microcephaly fetus,Cuba,12-Feb-2017
KY126351.1,Zika virus,genomic RNA,Thailand/1605aTw,serum,Homo sapiens,Taiwan,May-2016
KY785484.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-011-SER,serum,Homo sapiens,Dominican Republic,06-Jun-2016
KY785479.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ60D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,30-Mar-2016
KY785476.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0180-URI,urine,Homo sapiens,Dominican Republic: Distrito Nacional,18-Apr-2016
KY785475.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0091-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,07-Apr-2016
KY785474.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-036-SER,serum,Homo sapiens,USA: Florida,04-Aug-2016
KY785472.1,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-06-MOS,pool of 23 mosquitos,Aedes aegypti,"USA: Miami, FL",20-Sep-2016
KY785470.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-014-SER,serum,Homo sapiens,Dominican Republic,18-Jun-2016
KY785469.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/COL/2016/SU-2724A-SER,serum,Homo sapiens,Colombia: Santander,05-Apr-2016
KY785468.1,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-08-MOS,pool of 13 mosquitos,Aedes aegypti,"USA: Miami, FL",05-Oct-2016
KY785466.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/COL/2016/SU-1856A-SER,serum,Homo sapiens,Colombia: Santander,28-Apr-2016
KY785465.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0085-URI,urine,Homo sapiens,Dominican Republic: Distrito Nacional,07-Apr-2016
KY785464.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/PRI/2016/MA-WGS16-004-SER,serum,Homo sapiens,Puerto Rico,13-Apr-2016
KY785463.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0071-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,05-Apr-2016
KY785462.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/PRI/2016/MA-WGS16-016-SER,serum,Homo sapiens,Puerto Rico,26-Jun-2016
KY785461.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME136-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,31-May-2016
KY785459.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/MA-WGS16-034-SER,serum,Homo sapiens,USA,15-Aug-2016
KY785457.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-029-URI,urine,Homo sapiens,USA: Florida,01-Aug-2016
KY785456.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ122D1-PLA,plasma,Homo sapiens,Brazil: Rio de Janeiro,15-Apr-2016
KY785455.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ62D2-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,06-Apr-2016
KY785453.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-007-SER,serum,Homo sapiens,Dominican Republic,10-May-2016
KY785452.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME156-SER,serum,Homo sapiens,Honduras: Francisco Morazan,07-Jun-2016
KY785451.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/MTQ/2016/FL-001-SAL,saliva,Homo sapiens,Martinique,22-Mar-2016
KY785450.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6863-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,12-Apr-2016
KY785449.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0071-URI,urine,Homo sapiens,Dominican Republic: Distrito Nacional,05-Apr-2016
KY785448.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME171-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,10-Jun-2016
KY785447.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-036-SER,serum,Homo sapiens,Dominican Republic,22-Sep-2016
KY785445.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-021-URI,urine,Homo sapiens,USA: Florida,19-Jul-2016
KY785444.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME137-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,31-May-2016
KY785442.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME147-SER,serum,Homo sapiens,Honduras: Francisco Morazan,04-Jun-2016
KY785441.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0433-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,13-Jun-2016
KY785439.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6703-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,08-Apr-2016
KY785437.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ5D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,14-Mar-2016
KY785435.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-024-SER,serum,Homo sapiens,Dominican Republic,07-Jul-2016
KY785433.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6706-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,08-Apr-2016
KY785432.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/JAM/2016/MA-WGS16-041-SER,serum,Homo sapiens,Jamaica,12-Oct-2016
KY785430.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/JAM/2016/MA-WGS16-039-SER,serum,Homo sapiens,Jamaica,28-Sep-2016
KY785429.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ116D1-PLA,plasma,Homo sapiens,Brazil: Rio de Janeiro,14-Apr-2016
KY785427.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ58D1-PLA,plasma,Homo sapiens,Brazil: Rio de Janeiro,30-Mar-2016
KY785426.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ75D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,04-Apr-2016
KY785424.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/JAM/2016/MA-WGS16-025-SER,serum,Homo sapiens,Jamaica,10-Jul-2016
KY785423.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0076-URI,urine,Homo sapiens,Dominican Republic: Distrito Nacional,05-Apr-2016
KY785422.1,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-05-MOS,pool of 21 mosquitos,Aedes aegypti,"USA: Miami, FL",09-Sep-2016
KY785420.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0183-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,18-Apr-2016
KY785419.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/JAM/2016/WI-JM6-SER,serum,Homo sapiens,Jamaica,13-Jun-2016
KY785418.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME59-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,13-May-2016
KY785417.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/COL/2016/SU-1810A-SER,serum,Homo sapiens,Colombia: Santander,06-Apr-2016
KY785415.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0115-URI,urine,Homo sapiens,Dominican Republic: Distrito Nacional,11-Apr-2016
KY785414.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME131-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,28-May-2016
KY785413.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-040-SER,serum,Homo sapiens,Dominican Republic,06-Oct-2016
KY785412.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-022-URI,urine,Homo sapiens,USA: Florida,22-Jul-2016
KY785410.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6418-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,27-Mar-2016
KY014302.3,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0216-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,21-Apr-2016
KY014318.3,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0269-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,27-Apr-2016
KY014327.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME167-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,09-Jun-2016
KY014325.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-030-URI,urine,Homo sapiens,USA: Florida,02-Aug-2016
KY014324.2,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-01-MOS,pool of 39 female mosquitos,Aedes aegypti,"USA: Miami, FL",22-Aug-2016
KY014323.2,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-02-MOS,pool of 25 female mosquitos,Aedes aegypti,"USA: Miami, FL",23-Aug-2016
KY014322.2,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-03-MOS,pool of 40 female mosquitos,Aedes aegypti,"USA: Miami, FL",23-Aug-2016
KY014321.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0115-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,11-Apr-2016
KY014320.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ42D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,23-Mar-2016
KY014319.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME38-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,30-Apr-2016
KY014317.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ28D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,21-Mar-2016
KY014316.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-039-URI,urine,Homo sapiens,USA: Florida,17-Aug-2016
KY014315.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME152-SER,serum,Homo sapiens,Honduras: Francisco Morazan,06-Jun-2016
KY014314.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0436-PLA,plasma,Homo sapiens,Dominican Republic: Distrito Nacional,14-Jun-2016
KY014313.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6696-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,05-Apr-2016
KY014312.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME58-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,13-May-2016
KY014310.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME42-SER,serum,Homo sapiens,Honduras: Francisco Morazan,09-May-2016
KY014308.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-5905-SER,serum,Homo sapiens,Brazil: Rio de Janeiro,23-Mar-2016
KY014307.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ49D1-PLA,plasma,Homo sapiens,Brazil: Rio de Janeiro,28-Mar-2016
KY014306.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/HND/2016/HU-ME178-PLA,plasma,Homo sapiens,Honduras: Francisco Morazan,10-Jun-2016
KY014305.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0076-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,05-Apr-2016
KY014304.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0180-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,18-Apr-2016
KY014303.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0127-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,11-Apr-2016
KY014301.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ107D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,13-Apr-2016
KY014300.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/DOM/2016/BB-0208-SER,serum,Homo sapiens,Dominican Republic: Distrito Nacional,20-Apr-2016
KY014299.2,Zika virus,genomic RNA,Zika virus/A.aegypti-wt/USA/2016/FL-04-MOS,pool of 50 female mosquitos,Aedes aegypti,"USA: Miami, FL",04-Sep-2016
KY014297.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-6864-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,12-Apr-2016
KY014296.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/BRA/2016/FC-DQ131D1-URI,urine,Homo sapiens,Brazil: Rio de Janeiro,18-Apr-2016
KY014295.2,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-010-URI,urine,Homo sapiens,USA: Florida,22-Jun-2016
KY014326.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-038-URI,urine,Homo sapiens,USA: Florida,05-Aug-2016
KY014298.1,Zika virus,genomic RNA,Zika virus/H.sapiens-wt/USA/2016/FL-032-URI,urine,Homo sapiens,USA: Florida,05-Aug-2016
MF352141.1,Zika virus,genomic RNA,PE243,,Homo sapiens,Brazil: Pernambuco,13-May-2015
MF167360.1,Zika virus,genomic RNA,GDZ16021,serum,Homo sapiens,China,26-Feb-2016
KY817930.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRY14,,Homo sapiens,Brazil: Rio de Janeiro,Jan-2016
KY559032.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRY7,,Homo sapiens,Brazil: Rio de Janeiro,Jan-2016
KY348640.1,Zika virus,genomic RNA,,plasma,Homo sapiens,Suriname,22-Jan-2016
KY075939.2,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL08M,pool of 13 adult mosquitoes,Aedes aegypti,"USA: Florida, Miami Beach",2016-10-05
KY317940.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Colombia/2016/ZC207Se,serum,Homo sapiens,Colombia,09-Jan-2016
KY317939.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Colombia/2016/ZC204Se,serum,Homo sapiens,Colombia,06-Jan-2016
KY317938.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Colombia/2016/ZC199Se,serum,Homo sapiens,Colombia,10-Jan-2016
KY317937.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Colombia/2016/ZC192Se,serum,Homo sapiens,Colombia,07-Jan-2016
KY317936.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Colombia/2016/ZC188Se,serum,Homo sapiens,Colombia,16-Jan-2016
KY075938.1,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL06M,pool of 23 adult mosquitoes,Aedes aegypti,"USA: Florida, Miami Beach",2016-09-20
KY075937.1,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL05M,pool of 21 adult mosquitoes,Aedes aegypti,"USA: Florida, Miami Beach",2016-09-09
KY075936.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL036Se,serum,Homo sapiens,"USA: Florida, Miami-Dade County",2016-08-04
KY075935.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL022U,urine,Homo sapiens,"USA: Florida, Miami-Dade County",2016-07-16
KY075934.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL016U,urine,Homo sapiens,USA: Florida,2016-07-03
KY075933.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL008U,urine,Homo sapiens,USA: Florida,2016-06-21
KY075932.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL001Sa,saliva,Homo sapiens,USA: Florida,2016-03-22
KX842449.2,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL010U,urine,Homo sapiens,"USA: Miami, Florida",22-Jun-2016
KX838906.2,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL03M,pool of 15 adult mosquitoes,Aedes aegypti,"USA: Miami, Florida",23-Aug-2016
KX838905.2,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL02M,pool of 25 adult mosquitoes,Aedes aegypti,"USA: Miami, Florida",23-Aug-2016
KX838904.2,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL01M,pool of 39 adult mosquitoes,Aedes aegypti,"USA: Miami, Florida",22-Aug-2016
KX922708.1,Zika virus,genomic RNA,ZIKV/Aedes_aegypti/USA/2016/FL04M,pool of 50 adult mosquitoes,Aedes aegypti,"USA: Miami, Florida",04-Sep-2016
KX922707.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL039U,urine,Homo sapiens,USA: Florida,17-Aug-2016
KX922706.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL038U,urine,Homo sapiens,"USA: Miami, Florida",05-Aug-2016
KX922705.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL032U,urine,Homo sapiens,"USA: Miami, Florida",05-Aug-2016
KX922704.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL030U,urine,Homo sapiens,"USA: Miami, Florida",02-Aug-2016
KX922703.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA/2016/FL021U,urine,Homo sapiens,"USA: Miami, Florida",19-Jul-2016
KX832731.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/USA//2016/Hu0015SA,saliva,Homo sapiens,"USA: Miami, Florida",24-Aug-2016
MF098771.1,Zika virus,genomic RNA,Mexico-Rus-12TVR-2017,urine,Homo sapiens,Russia,30-Jan-2017
MF098769.1,Zika virus,genomic RNA,Dominican_Rep-Rus-8ZBR-2016,urine,Homo sapiens,Russia,25-Aug-2016
MF098768.1,Zika virus,genomic RNA,Dominican_Rep-Rus-7EGR-2016,urine,Homo sapiens,Russia,25-Aug-2016
MF098766.1,Zika virus,genomic RNA,Dominican_Rep-Rus-5RMN-2016,urine,Homo sapiens,Russia,31-May-2016
KY559031.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRY8,,Homo sapiens,Brazil: Rio de Janeiro,Jan-2016
KY559027.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRY6,,Homo sapiens,Brazil: Rio de Janeiro,16-Feb-2016
KY559024.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX137,,Homo sapiens,"Brazil: Palmas, Tocantins",03-Mar-2016
KY559023.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX130,,Homo sapiens,"Brazil: Palmas, Tocantins",22-Mar-2016
KY559021.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX127,,Homo sapiens,"Brazil: Palmas, Tocantins",10-Mar-2016
KY559019.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX103,,Homo sapiens,"Brazil: Araguaina, Tocantins",24-May-2016
KY559018.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX102,,Homo sapiens,"Brazil: Porto Nacional, Tocantins",25-Feb-2016
KY559017.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX100,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",19-May-2016
KY559015.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX15,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",24-Apr-2016
KY559014.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX14,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",24-Apr-2016
KY559013.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX13,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",24-Apr-2016
KY559012.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX12,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",19-Apr-2016
KY559011.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX11,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",19-Apr-2016
KY559010.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX8,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",19-Apr-2016
KY559009.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX7,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",19-Apr-2016
KY559007.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX4,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",18-Apr-2016
KY559006.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX2,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",18-Apr-2016
KY559005.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRX1,,Homo sapiens,"Brazil: Ribeirao Preto, Sao Paulo",18-Apr-2016
KY559004.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRE69,,Homo sapiens,"Brazil: Feira de Santana, Bahia",16-Apr-2016
KY559003.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2015/ZBRD116,,Homo sapiens,"Brazil: Arapiraca, Alagoas",28-Aug-2015
KY559001.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2015/ZBRD103,,Homo sapiens,"Brazil: Murici, Alagoas",20-Aug-2015
KY558999.1,Zika virus,genomic RNA,ZIKV/Homo_sapiens/Brazil/2016/ZBRC319,,Homo sapiens,"Brazil: Olinda, Pernambuco",10-Jul-2016
KY241788.1,Zika virus,genomic RNA,ZIKV-SG-118,,Homo sapiens,Singapore,13-May-2016
KY241787.1,Zika virus,genomic RNA,ZIKV-SG-117,,Aedes aegypti,Singapore,07-Sep-2016
KY241786.1,Zika virus,genomic RNA,ZIKV-SG-116,,Aedes albopictus,Singapore,06-Sep-2016
KY241785.1,Zika virus,genomic RNA,ZIKV-SG-115,,Aedes albopictus,Singapore,05-Sep-2016
KY241784.1,Zika virus,genomic RNA,ZIKV-SG-114,,Aedes aegypti,Singapore,08-Sep-2016
KY241783.1,Zika virus,genomic RNA,ZIKV-SG-113,,Aedes aegypti,Singapore,07-Sep-2016
KY241782.1,Zika virus,genomic RNA,ZIKV-SG-112,,Aedes aegypti,Singapore,07-Sep-2016
KY241781.1,Zika virus,genomic RNA,ZIKV-SG-111,,Aedes aegypti,Singapore,06-Sep-2016
KY241780.1,Zika virus,genomic RNA,ZIKV-SG-110,,Aedes aegypti,Singapore,06-Sep-2016
KY241779.1,Zika virus,genomic RNA,ZIKV-SG-109,,Aedes aegypti,Singapore,06-Sep-2016
KY241778.1,Zika virus,genomic RNA,ZIKV-SG-108,,Aedes aegypti,Singapore,06-Sep-2016
KY241777.1,Zika virus,genomic RNA,ZIKV-SG-107,,Aedes aegypti,Singapore,06-Sep-2016
KY241776.1,Zika virus,genomic RNA,ZIKV-SG-106,,Aedes aegypti,Singapore,05-Sep-2016
KY241775.1,Zika virus,genomic RNA,ZIKV-SG-105,,Aedes aegypti,Singapore,05-Sep-2016
KY241774.1,Zika virus,genomic RNA,ZIKV-SG-104,,Aedes aegypti,Singapore,05-Sep-2016
KY241773.1,Zika virus,genomic RNA,ZIKV-SG-103,,Homo sapiens,Singapore,07-Sep-2016
KY241772.1,Zika virus,genomic RNA,ZIKV-SG-102,,Homo sapiens,Singapore,30-Aug-2016
KY241771.1,Zika virus,genomic RNA,ZIKV-SG-101,,Homo sapiens,Singapore,02-Sep-2016
KY241770.1,Zika virus,genomic RNA,ZIKV-SG-100,,Homo sapiens,Singapore,30-Aug-2016
KY241769.1,Zika virus,genomic RNA,ZIKV-SG-099,,Homo sapiens,Singapore,10-Sep-2016
KY241768.1,Zika virus,genomic RNA,ZIKV-SG-098,,Homo sapiens,Singapore,31-Aug-2016
KY241767.1,Zika virus,genomic RNA,ZIKV-SG-097,,Homo sapiens,Singapore,07-Sep-2016
KY241766.1,Zika virus,genomic RNA,ZIKV-SG-096,,Homo sapiens,Singapore,15-Sep-2016
KY241765.1,Zika virus,genomic RNA,ZIKV-SG-095,,Homo sapiens,Singapore,30-Aug-2016
KY241764.1,Zika virus,genomic RNA,ZIKV-SG-094,,Homo sapiens,Singapore,31-Aug-2016
KY241763.1,Zika virus,genomic RNA,ZIKV-SG-093,,Homo sapiens,Singapore,02-Sep-2016
KY241762.1,Zika virus,genomic RNA,ZIKV-SG-092,,Homo sapiens,Singapore,30-Aug-2016
KY241761.1,Zika virus,genomic RNA,ZIKV-SG-091,,Homo sapiens,Singapore,03-Sep-2016
KY241760.1,Zika virus,genomic RNA,ZIKV-SG-090,,Homo sapiens,Singapore,13-Sep-2016
KY241759.1,Zika virus,genomic RNA,ZIKV-SG-089,,Homo sapiens,Singapore,02-Sep-2016
KY241758.1,Zika virus,genomic RNA,ZIKV-SG-088,,Homo sapiens,Singapore,30-Aug-2016
KY241757.1,Zika virus,genomic RNA,ZIKV-SG-087,,Homo sapiens,Singapore,12-Sep-2016
KY241756.1,Zika virus,genomic RNA,ZIKV-SG-086,,Homo sapiens,Singapore,05-Sep-2016
KY241755.1,Zika virus,genomic RNA,ZIKV-SG-085,,Homo sapiens,Singapore,31-Aug-2016
KY241754.1,Zika virus,genomic RNA,ZIKV-SG-084,,Homo sapiens,Singapore,07-Sep-2016
KY241753.1,Zika virus,genomic RNA,ZIKV-SG-083,,Homo sapiens,Singapore,26-Aug-2016
KY241752.1,Zika virus,genomic RNA,ZIKV-SG-082,,Homo sapiens,Singapore,28-Aug-2016
KY241751.1,Zika virus,genomic RNA,ZIKV-SG-081,,Homo sapiens,Singapore,28-Aug-2016
KY241750.1,Zika virus,genomic RNA,ZIKV-SG-080,,Homo sapiens,Singapore,28-Aug-2016
